LIMIT_BAL,discrete(3)	SEX,discrete(3)	EDUCATION,discrete(3)	MARRIAGE,discrete(3)	AGE,discrete(3)	PAY_0,discrete(3)	PAY_2,discrete(3)	PAY_3,discrete(3)	PAY_4,discrete(3)	PAY_5,discrete(3)	PAY_6,discrete(3)	BILL_AMT1,discrete(3)	BILL_AMT2,discrete(3)	BILL_AMT3,discrete(3)	BILL_AMT4,discrete(3)	BILL_AMT5,discrete(3)	BILL_AMT6,discrete(3)	PAY_AMT1,discrete(3)	PAY_AMT2,discrete(3)	PAY_AMT3,discrete(3)	PAY_AMT4,discrete(3)	PAY_AMT5,discrete(3)	PAY_AMT6,discrete(3)	Default,discrete(3)
sample-251	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	2	0	0	1	0	0	0
sample-252	1	1	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
sample-253	1	1	0	1	0	0	0	1	1	0	1	2	2	1	1	2	2	2	1	0	2	2	2	0
sample-254	2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	1	1	1	0
sample-255	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
sample-256	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	1	0
sample-257	1	1	1	0	1	0	0	0	0	1	0	0	0	1	2	1	0	1	2	2	1	1	0	0
sample-258	1	1	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
sample-259	2	0	0	0	2	2	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
sample-260	2	1	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-261	0	0	1	1	0	0	0	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	0
sample-262	1	1	0	0	1	0	0	0	0	2	0	0	0	0	1	1	1	2	2	2	0	2	1	0
sample-263	2	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
sample-264	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	1	2	2	0
sample-265	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-266	0	0	2	1	0	0	0	1	1	1	2	0	1	1	1	1	1	0	0	0	1	0	0	0
sample-267	1	1	2	1	2	0	0	1	1	1	1	2	2	2	2	1	1	2	1	1	0	0	0	2
sample-268	0	1	0	1	2	0	0	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	0
sample-269	0	0	1	1	0	2	2	2	1	1	0	1	1	1	1	1	0	1	0	0	0	1	1	2
sample-270	1	0	2	1	1	0	0	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	0
sample-271	1	0	0	0	1	0	2	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
sample-272	2	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-273	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
sample-274	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-275	0	1	1	1	1	0	0	1	1	1	1	2	2	2	1	1	1	2	2	2	1	1	1	0
sample-276	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	2
sample-277	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-278	0	0	2	0	1	0	0	1	1	1	1	2	2	2	1	1	1	1	1	0	1	1	1	0
sample-279	2	1	1	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-280	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
sample-281	2	0	1	0	2	0	0	1	1	0	0	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-282	1	1	2	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	0
sample-283	1	1	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	1	1	2	1	1	0
sample-284	2	1	2	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-285	2	1	0	0	2	0	0	0	0	0	0	2	1	1	1	1	0	2	2	2	2	0	2	0
sample-286	2	0	0	1	1	2	0	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	0
sample-287	2	1	1	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	0
sample-288	1	1	1	1	0	2	0	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2
sample-289	2	1	1	0	2	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0
sample-290	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
sample-291	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-292	0	0	1	0	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-293	0	0	1	1	0	0	0	2	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	2
sample-294	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sample-295	1	0	0	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-296	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0
sample-297	2	1	1	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-298	2	1	0	0	1	0	0	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	0
sample-299	2	0	0	1	1	2	0	0	1	0	0	0	0	1	1	1	0	0	2	0	2	0	0	2
sample-300	1	0	1	1	1	0	0	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	0
sample-301	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
sample-302	0	1	2	0	2	0	0	1	1	1	1	2	2	1	1	1	1	1	0	0	1	1	1	0
sample-303	0	1	0	1	0	0	0	2	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	2
sample-304	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	2	1	2	1	0
sample-305	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0
sample-306	2	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	2	0	2	2	0	0	0
sample-307	2	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
sample-308	0	0	2	0	2	2	2	2	2	2	2	1	1	1	1	1	1	0	0	1	1	1	1	2
sample-309	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	2	2	2	0	2	0	0
sample-310	2	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	2	0
sample-311	1	1	1	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-312	0	0	0	1	2	0	0	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0
sample-313	1	1	2	0	2	0	2	2	2	1	1	2	2	2	2	2	2	0	2	0	2	1	1	2
sample-314	1	0	0	1	0	0	0	1	1	1	1	2	2	1	1	1	1	1	0	0	0	1	0	0
sample-315	0	0	1	1	0	0	0	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	2
sample-316	1	1	1	1	1	0	0	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	0
sample-317	2	1	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-318	0	1	2	0	2	2	2	2	1	1	1	2	2	1	1	1	1	1	0	1	1	1	1	0
sample-319	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-320	1	0	1	1	0	2	2	2	1	1	1	2	2	2	2	2	2	1	0	1	1	1	1	2
sample-321	2	1	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	0
sample-322	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	0	1	2	1	1	1	0
sample-323	2	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	2	1	2
sample-324	2	1	1	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-325	2	0	1	1	2	2	0	0	1	1	1	0	0	1	2	2	2	0	2	1	2	1	1	0
sample-326	2	1	1	0	2	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-327	0	1	1	0	1	2	2	2	2	2	1	1	1	1	1	1	1	1	0	2	0	1	1	2
sample-328	2	0	1	0	2	0	0	0	0	0	0	2	1	1	0	1	1	2	2	1	2	2	2	0
sample-329	1	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	0
sample-330	1	1	1	0	1	2	0	2	0	0	0	0	0	0	0	1	1	0	0	2	2	2	1	2
sample-331	1	1	1	1	2	0	0	2	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	2
sample-332	0	1	0	1	0	2	2	1	1	1	1	1	1	1	1	1	2	0	1	0	2	2	2	0
sample-333	2	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0
sample-334	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0
sample-335	1	1	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-336	2	1	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-337	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-338	0	1	1	0	1	0	0	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2
sample-339	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	2	1	1	2	1	0
sample-340	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sample-341	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
sample-342	1	1	0	1	0	0	2	0	0	0	2	0	0	0	1	1	1	0	2	2	2	0	1	0
sample-343	1	0	0	0	1	0	0	0	1	1	0	2	2	2	2	0	0	2	2	2	0	2	1	0
sample-344	1	1	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-345	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	2	2	1	2	0
sample-346	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	2	2	0	1	1	1	0
sample-347	0	1	1	1	0	0	0	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2
sample-348	1	1	1	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-349	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	2
sample-350	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	2	0	0	2	1	0
sample-351	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	0
sample-352	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-353	0	1	1	1	2	0	0	1	1	1	1	2	2	2	2	1	1	1	1	1	1	0	1	0
sample-354	0	0	2	0	2	2	2	2	1	1	2	1	1	1	1	1	1	1	0	0	1	0	1	0
sample-355	1	0	1	0	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
sample-356	2	1	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-357	2	0	1	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-358	1	1	2	1	0	0	0	1	1	1	1	2	2	2	2	2	2	1	1	1	1	2	2	0
sample-359	2	0	0	0	1	0	0	0	0	0	0	2	0	2	0	2	0	0	2	2	2	0	0	0
sample-360	2	1	1	1	0	2	2	2	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2
sample-361	2	1	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	0
sample-362	0	0	1	1	1	2	2	2	1	1	1	1	1	1	2	2	1	0	0	1	1	1	1	0
sample-363	1	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
sample-364	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-365	2	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	2	0	0
sample-366	0	1	1	0	2	0	0	1	1	1	1	1	2	2	1	1	1	1	1	0	1	1	1	0
sample-367	0	0	1	1	0	0	2	2	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
sample-368	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-369	0	1	1	0	1	2	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	2
sample-370	1	0	1	0	1	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
sample-371	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	2	2	2	0
sample-372	1	1	0	1	1	0	0	1	2	2	2	1	1	1	2	2	2	1	2	0	2	0	1	0
sample-373	0	0	2	2	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	0
sample-374	1	0	0	0	2	0	0	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	0
sample-375	0	0	2	0	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
sample-376	0	0	1	0	2	2	2	1	1	1	2	1	1	1	1	1	1	0	1	0	2	0	1	0
sample-377	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	2	2	2	2	2	2	0
sample-378	2	0	0	1	0	0	0	1	1	1	1	2	2	1	2	2	2	1	1	1	2	1	2	0
sample-379	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	2
sample-380	1	1	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	0
sample-381	0	1	1	0	1	2	2	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2
sample-382	1	0	2	0	1	0	0	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	0
sample-383	1	1	1	1	0	0	0	1	2	1	1	0	0	0	0	0	1	0	1	0	0	0	0	2
sample-384	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	2	0	0	0	0	2	0
sample-385	2	1	2	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-386	0	1	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
sample-387	0	0	2	0	2	0	0	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2
sample-388	1	0	1	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-389	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	2
sample-390	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-391	2	1	1	0	1	2	0	1	1	1	1	0	1	1	1	1	2	2	1	1	1	1	2	2
sample-392	2	0	1	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	1	1	2	1	0
sample-393	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0
sample-394	2	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0
sample-395	1	1	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-396	1	0	0	1	1	0	0	1	1	1	1	1	1	1	2	2	1	1	0	0	0	0	0	0
sample-397	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-398	2	1	1	0	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	0
sample-399	1	1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	2	0
sample-400	2	0	0	1	0	0	0	1	1	1	0	2	2	2	2	1	2	2	1	1	2	2	2	0
sample-401	0	1	2	2	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
sample-402	1	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	2
sample-403	0	0	1	0	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
sample-404	1	1	0	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	2	2
sample-405	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	2	0	0
sample-406	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0
sample-407	2	0	0	0	1	2	2	1	1	1	1	2	2	2	2	2	2	0	2	2	2	2	2	0
sample-408	2	1	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-409	2	0	0	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-410	0	1	0	1	0	2	2	2	2	2	2	1	1	1	1	1	2	0	1	1	1	1	1	2
sample-411	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-412	2	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	0	0
sample-413	2	1	1	1	0	2	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	2	2
sample-414	2	1	2	0	2	0	0	0	0	0	0	1	1	2	1	1	1	2	2	2	2	2	1	0
sample-415	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0
sample-416	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0
sample-417	0	1	0	1	0	0	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	0
sample-418	0	0	1	0	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
sample-419	2	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-420	0	0	0	1	0	2	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	0
sample-421	2	1	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-422	2	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0
sample-423	1	0	1	0	1	2	2	2	1	1	1	2	2	2	2	2	2	2	0	2	2	2	0	2
sample-424	2	1	1	0	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-425	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sample-426	0	1	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	0	2	1	1	2
sample-427	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-428	0	0	0	1	0	0	0	1	1	1	1	2	2	2	1	1	1	1	1	0	2	1	1	0
sample-429	2	1	1	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	0
sample-430	1	1	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	1	1	1	2	1	2	0
sample-431	2	1	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
sample-432	1	1	0	1	0	0	0	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	0
sample-433	2	1	0	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-434	2	0	2	0	2	0	0	0	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	0
sample-435	2	1	1	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	2
sample-436	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sample-437	1	0	2	0	1	0	0	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	0
sample-438	0	1	0	0	0	0	0	1	1	1	1	2	2	2	2	1	1	1	1	0	1	1	1	0
sample-439	0	1	0	1	0	0	0	1	1	1	1	2	2	2	1	2	2	1	1	0	2	1	1	2
sample-440	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	2	0	1	0
sample-441	1	0	0	1	1	0	0	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0
sample-442	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sample-443	1	1	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-444	2	0	0	1	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
sample-445	2	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
sample-446	1	1	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	0
sample-447	1	1	0	0	2	0	0	0	1	1	0	1	0	1	0	0	0	0	2	0	0	1	0	0
sample-448	1	0	2	0	2	0	0	1	1	1	1	1	1	1	1	1	0	2	1	1	1	0	1	0
sample-449	1	1	2	0	0	0	0	1	2	1	1	2	2	2	2	2	2	2	2	0	1	1	2	0
sample-450	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-451	2	0	0	0	2	2	2	1	1	1	1	2	2	2	2	2	2	0	2	2	2	2	2	2
sample-452	2	0	1	1	1	0	0	1	0	1	1	2	2	1	2	2	2	2	2	2	2	2	2	0
sample-453	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	1	1	0
sample-454	0	0	1	1	2	0	0	1	1	1	1	2	1	2	2	2	2	1	2	1	1	1	1	0
sample-455	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	2	2	0
sample-456	1	0	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0	2	0	2	0
sample-457	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0
sample-458	2	1	1	0	2	0	0	0	0	0	0	0	1	0	1	1	1	2	2	2	2	2	2	0
sample-459	0	0	1	0	2	0	0	1	1	1	0	2	1	1	1	1	1	1	0	0	0	2	2	2
sample-460	1	1	1	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-461	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	2	2	1	1	2	1	0
sample-462	2	1	1	1	0	0	0	1	0	0	1	1	2	2	0	1	0	2	1	1	2	1	2	0
sample-463	2	1	0	1	0	0	0	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	1	0
sample-464	1	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
sample-465	2	0	0	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
sample-466	2	0	0	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
sample-467	2	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
sample-468	2	0	1	0	1	0	0	1	0	1	1	2	2	2	2	2	2	2	2	2	2	2	1	0
sample-469	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0
sample-470	2	1	2	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
sample-471	2	1	1	1	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-472	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0
sample-473	0	0	2	0	1	2	2	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	0	0
sample-474	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	2	2	0
sample-475	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0
sample-476	0	0	0	1	2	0	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0
sample-477	0	1	1	0	1	0	0	1	2	1	1	2	2	2	2	2	2	1	2	0	1	1	1	0
sample-478	2	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-479	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-480	2	1	1	0	2	0	0	1	1	0	2	1	2	2	0	0	0	2	2	0	1	0	2	0
sample-481	1	0	1	1	0	0	0	2	2	2	2	2	2	2	2	2	2	2	0	2	0	2	2	2
sample-482	0	1	1	1	0	0	0	1	1	0	2	1	1	1	1	1	0	1	0	0	2	0	0	0
sample-483	1	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	2	0
sample-484	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0
sample-485	1	0	1	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-486	2	1	0	0	2	0	0	0	0	0	0	0	1	1	0	1	1	2	2	0	2	2	0	0
sample-487	2	0	1	0	1	0	0	1	1	1	1	2	2	2	2	2	2	1	1	2	2	2	1	0
sample-488	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2
sample-489	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	2	2	2	1	2	0
sample-490	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-491	0	1	1	0	2	2	2	2	2	2	1	1	1	1	1	1	1	0	0	1	0	1	1	0
sample-492	2	0	1	1	0	0	0	1	2	1	1	2	2	2	2	2	2	2	2	0	1	1	1	0
sample-493	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0
sample-494	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2
sample-495	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sample-496	1	1	2	1	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-497	0	0	1	1	0	0	0	2	1	1	1	1	1	1	1	1	1	2	0	0	1	1	0	0
sample-498	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sample-499	0	0	0	0	1	0	0	1	2	2	1	1	1	1	1	1	1	1	2	0	0	1	1	0
sample-500	0	1	1	0	1	0	0	1	1	2	2	1	1	1	1	1	1	1	1	1	1	0	1	0
sample-501	1	1	1	0	1	2	2	2	2	2	2	1	1	1	1	1	1	0	2	0	2	0	1	0
sample-502	2	1	2	1	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-503	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	2
sample-504	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-505	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
sample-506	2	1	1	1	2	0	0	0	1	1	0	0	0	2	2	2	0	0	2	2	0	0	2	0
sample-507	1	1	1	1	0	0	0	1	1	1	2	1	1	1	1	2	2	1	1	1	1	0	1	0
